Run!	Lari!
Tom is a student.	Tom adalah seorang siswa.
Tom is courteous.	Tom itu ramah.
Tom is easygoing.	Tom itu santai.
Tom is forgetful.	Tom itu pelupa.
Tom is my friend.	Tom adalah temanku.
Tom isn't famous.	Tom tidak terkenal.
Tom kept talking.	Tom terus berbicara.
Tom lost his hat.	Tom kehilangan topinya.
Tom lost his job.	Tom kehilangan pekerjaannya.
Tom sounds upset.	Tom sepertinya sedih.
Tom studies hard.	Tom belajar dengan tekun.
Tom walks slowly.	Tom berjalan dengan pelan.
Tom was divorced.	Tom diceraikan.
Tom was poisoned.	Tom keracunan.
Tom was worn out.	Tom kelelahan.
Tom will improve.	Tom akan berkembang.
Tom's quite good.	Tom lumayan bagus.
Turn to the left.	Belok ke kiri.
Walk ahead of me.	Berjalanlah di depanku.
We won this time.	Kali ini kita menang.
We'll be rescued.	Kita akan diselamatkan.
We're nonsmokers.	Kami bukan perokok.
What could I say?	Apa yang dapat saya katakan?
What did you eat?	Apa yang kau makan?
What do you have?	Kalian punya apa?
What do you have?	Anda punya apa?
What do you want?	Apa maumu?
What do you want?	Apa yang kamu inginkan?
What do you want?	Apa yang Anda inginkan?
What does it say?	Apa yang dikatakannya?
What have I done?	Apa yang sudah kulakukan?
What is going on?	Ada apa?
What woke you up?	Apa yang membuatmu terbangun?
What'll you have?	Kamu mau yang mana?
What's your name?	Siapa namamu?
Where did you go?	Ke mana kamu pergi?
Where is Customs?	Di mana Bea dan Cukai?
Where will we go?	Ke mana kita akan pergi?
Whose plan is it?	Rencana siapakah ini?
Why did you stop?	Kenapa kau berhenti?
Why should I pay?	Mengapa saya harus membayar?
Will you risk it?	Apa kamu mau mengambil risiko?
You don't listen.	Kamu tidak mendengar.
You don't own me.	Kamu tidak memilikiku.
You look worried.	Kamu terlihat khawatir.
You may be right.	Mungkin kamu benar.
You may go there.	Kamu boleh pergi ke sana.
You need therapy.	Kamu butuh terapi.
You should sleep.	Kamu harus tidur.
You're too young.	Kamu itu masih bau kencur.
Your face is red.	Mukamu merah.
Are you all ready?	Apa kalian semua sudah siap?
Are you all right?	Kamu tidak apa-apa?
Can I have a bite?	Boleh aku mencoba satu gigitan?
Can we talk later?	Bisakah kita berbicara nanti?
Did they fire you?	Apakah mereka memecatmu?
Didn't I warn you?	Bukankah saya sudah memperingatkanmu?
Do you have a pen?	Apa kau punya pulpen?
Does she know you?	Apa dia mengenalmu?
Don't pull my leg!	Jangan mempermainkanku!
Don't you feel it?	Apa kamu merasakannya?
Don't you hear it?	Apa kamu mendengarnya?
Don't you see Tom?	Apakah kamu melihat Tom?
Get up out of bed.	Bangunlah dari tempat tidur.
Goodnight, ladies.	Selamat malam nona-nona.
He can be trusted.	Dia bisa dipercaya.
He is a quiet man.	Dia orangnya pendiam.
He will come soon.	Ia akan segera datang.
His room's a mess.	Kamarnya sangat berantakan.
How about a drink?	Bagaimana kalau minuman?
How are you doing?	Bagaimana kabar Anda?
How old is he now?	Berapa umurnya sekarang?
I admit I'm wrong.	Aku akui aku salah.
I am not a doctor.	Saya bukan dokter.
I appreciate that.	Aku mengapresiasinya.
I appreciate this.	Aku menghargai ini.
I can't trust him.	Aku tidak bisa mempercayai dia.
I cannot help you.	Saya tidak dapat membantumu.
I cried all night.	Aku menangis sepanjang malam.
I don't blame you.	Aku tidak menyalahkanmu.
I don't trust you.	Aku tidak mempercayaimu.
I don't trust you.	Aku tidak percaya padamu.
I doubt his story.	Saya meragukan ceritanya.
I feel good today.	Aku merasa baik hari ini.
I have a headache.	Aku sakit kepala.
I like this store.	Aku suka toko ini.
I like watermelon.	Aku suka semangka.
I liked this film.	Dulu aku suka film ini.
I met Tom tonight.	Aku bertemu Tom malam ini.
I missed my train.	Aku ketinggalan keretaku.
I need some money.	Aku membutuhkan uang.
I saw Tom earlier.	Barusan aku melihat Tom.
I want a lot more.	Aku mau lebih banyak.
I want to see him.	Aku ingin bertemu dengannya.
I was very hungry.	Aku sangat lapar.
I wish I was dead.	Aku harap aku mati.
I won't be silent.	Aku tidak akan diam.
I worry about him.	Aku mengkhawatirkan dia.
I'll be in my car.	Aku ada di dalam mobil.
I'll give it back.	Aku akan mengembalikannya.
I'll never forget.	Aku tidak akan pernah lupa.
I'll pay the bill.	Aku akan membayar tagihannya.
I'll send it back.	Aku akan mengirimnya kembali.
I'm a human being.	Aku adalah manusia.
I'm an accountant.	Aku seorang akuntan.
I'm not a student.	Aku bukan pelajar.
I'm not a student.	Aku bukan siswa.
I'm not a student.	Saya bukan siswa.
I'm not into that.	Aku tidak begitu suka dengan hal semacam itu.
I'm really hungry.	Aku sangat lapar.
I'm tired of this.	Aku lelah dengan hal ini.
I've got to study.	Aku harus belajar.
Is Tom still sick?	Apakah Tom masih sakit?
It doesn't matter.	Tidak masalah.
It isn't optional.	Ini tidak fakultatif.
It should be fine.	Semuanya akan baik-baik saja.
It was no trouble.	Tidak ada masalah.
It's all my fault.	Ini semua salahku.
It's confidential.	Ini rahasia.
It's my only hope.	Ini satu-satunya harapan saya.
It's not my fault.	Itu bukan salahku.
It's pretty weird.	Itu sangat aneh.
It's starting now.	Sudah dimulai sekarang.
Keep away from me.	Menjauhlah dariku.
Keep your chin up.	Tetaplah semangat.
Let's do it again.	Mari kita melakukannya lagi.
Let's do it again.	Mari kita lakukan lagi.
Let's do this now.	Mari kita melakukannya sekarang.
Let's go to sleep.	Mari kita tidur.
Let's go to sleep.	Mari kita pergi tidur.
Let's have a look.	Mari kita coba lihat.
Let's take a look.	Mari kita coba lihat.
May I take a rest?	Bolehkah saya istirahat?
May I try this on?	Bolehkah saya mencoba mengenakan ini?
My bag was stolen.	Tasku dicuri.
My hobby is music.	Hobiku musik.
My house is dirty.	Rumahku kotor.
No one is perfect.	Tidak ada orang yang sempurna.
Nobody is perfect.	Tidak ada orang yang sempurna.
Please turn right.	Tolong belok kanan.
Put on some music.	Putarlah musik.
Put your hands up.	Angkat tanganmu.
See you next week!	Sampai jumpa minggu depan!
She is aggressive.	Dia agresif.
Should I help you?	Mau saya bantu?
Stop following me.	Berhenti mengikutiku.
Tell me the story.	Ceritakan padaku.
Tell me the truth.	Katakan padaku yang sebenarnya.
That house is big.	Rumah itu besar.
That isn't enough.	Itu tidak cukup.
That was our home.	Itu dulunya rumah kami.
That was our home.	Itu dulunya rumah kita.
That won't happen.	Itu tidak akan terjadi.
That won't happen.	Itu tak 'kan terjadi.
That's all I have.	Ini semua yang saya punya.
That's my brother.	Itu kakakku.
That's my brother.	Itu adikku.
That's not enough.	Itu tidak cukup.
The check, please.	Tolong bonnya.
The train is here.	Keretanya di sini.
These are my boys.	Mereka ini adalah anak-anak laki-lakiku.
They'll try again.	Mereka akan mencobanya lagi.
This is ludicrous.	Ini menggelikan.
This is my sister.	Ini adikku.
This is very cool.	Ini sangat keren.
This isn't a joke.	Ini bukan lelucon.
This isn't enough.	Ini tidak cukup.
Today is Thursday.	Hari ini hari Kamis.
Tom broke the law.	Tom melanggar hukum.
Tom gave me a pen.	Tom memberiku sebuah pena.
Tom has been good.	Tom selalu dalam keadaan baik.
Tom has lost hope.	Tom telah kehilangan harapan.
Tom is a bit pale.	Tom agak pucat.
Tom is a bookworm.	Tom itu kutu buku.
Tom is a good guy.	Tom adalah pria yang baik.
Tom is a good man.	Tom adalah pria yang baik.
Tom is a murderer.	Tom seorang pembunuh.
Tom is distressed.	Tom tertekan.
Tom is having fun.	Tom sedang bersenang-senang.
Tom is in the car.	Tom sedang berada di dalam mobil.
Tom is not famous.	Tom tidak terkenal.
Tom is quite good.	Tom lumayan bagus.
Tom is stuttering.	Tom berbicara dengan gagap.
Tom is unemployed.	Tom adalah seorang penganggur.
Tom is very funny.	Tom sangat lucu.
Tom isn't thirsty.	Tom tidak haus.
Tom looks baffled.	Tom terlihat kebingungan.
Tom looks puzzled.	Tom terlihat kebingungan.
Tom looks shocked.	Tom terlihat syok.
Tom misses Boston.	Tom merindukan Boston.
Tom seems puzzled.	Tom sepertinya kebingungan.
Tom seems shocked.	Tom sepertinya syok.
Tom seems stunned.	Tom sepertinya terkejut.
Tom set the table.	Tom mengatur meja.
Tom shut his eyes.	Tom memejamkan mata.
Tom staggered out.	Tom terhuyung-huyung keluar.
Tom stood in line.	Tom berjajar dalam barisan.
Tom used to smoke.	Tom dulunya merokok.
Tom was delighted.	Tom merasa gembira.
Tom was exhausted.	Tom kelelahan.
Tom was fortunate.	Tom beruntung.
Tom, are you okay?	Tom, kamu gak apa-apa?
Tomorrow's payday.	Besok hari gajian.
Turn on the radio.	Nyalakan radionya.
Turn on your back.	Balikkan badanmu.
Turn to the right.	Belok ke kanan.
We got up at dawn.	Kami bangun saat subuh.
We tried our best.	Kami telah mencoba yang terbaik.
We want our money.	Kami ingin uang kami.
We're helping Tom.	Kami sedang membantu Tom.
We've been trying.	Kami mencoba.
What did you make?	Apa yang kau buat?
What did you make?	Kamu bikin apa?
What do they know?	Apa yang mereka tahu?
What do you think?	Bagaimana menurutmu?
What does it cost?	Berapa harganya?
What have you got?	Kalian dapat apa?
What is the price?	Berapa harganya?
What is your name?	Siapa nama Anda?
What is your name?	Siapa namamu?
What'll you drink?	Kamu mau minum apa?
What's the matter?	Ada apa?
What's the matter?	Ada masalah apa?
What's the matter?	Ada masalah?
What's your major?	Jurusanmu apa?
What's your score?	Berapa nilaimu?
When did Tom call?	Kapan Tom menelepon?
Where did they go?	Ke mana mereka pergi?
Where did you eat?	Kamu makan di mana?
Where is he going?	Dia pergi ke mana?
Where is my watch?	Di mana jamku?
Where's Tom today?	Di mana Tom hari ini?
Where's your coat?	Mana jasmu?
Where've you been?	Dari mana kamu?
Where've you been?	Ke mana saja kamu?
Whose car is this?	Mobil siapa ini?
Why did you do it?	Kenapa kau melakukannya?
Why not try it on?	Kenapa tidak dicoba?
Why should I quit?	Kenapa saya harus keluar?
Why should I wait?	Mengapa saya harus menunggu?
You are in my way.	Kau berada di jalanku.
You don't need it.	Kau tidak memerlukannya.
You make me happy.	Kamu membuatku bahagia.
You must be tired.	Kamu pasti lelah.
You talk too much.	Kau terlalu banyak bicara.
You work too hard.	Kamu bekerja terlalu keras.
You're a murderer.	Kau seorang pembunuh.
You're aggressive.	Kau agresif.
A cat is not human.	Kucing bukan manusia.
Anyone can do that.	Siapapun bisa melakukan itu.
Are you down there?	Apakah kamu di sana?
Are you down there?	Apakah kamu di situ?
Are you in a hurry?	Apa kamu sedang terburu-buru?
Are you kidding me?	Apa kau bercanda?
Are you quite sure?	Apa kau sudah cukup yakin?
Are you sure of it?	Apa kau yakin dengan hal itu?
Are you vegetarian?	Apa kau nabatiwan?
Bring me the flute.	Bawakan aku serulingnya.
Can I borrow those?	Bolehkah saya meminjam itu?
Can it be repaired?	Bisakah diperbaiki?
Cats are not human.	Kucing bukan manusia.
Did you sleep well?	Apakah kamu tidur nyenyak?
Do you feel guilty?	Apa kamu merasa bersalah?
Do you feel guilty?	Apa Anda merasa bersalah?
Do you feel guilty?	Apakah kamu merasa bersalah?
Do you feel guilty?	Apakah Anda merasa bersalah?
Do you have a plan?	Apa kau memiliki sebuah rencana?
Do you know kabuki?	Apakah kamu tahu kabuki?
Do you like it all?	Apa kamu suka semuanya?
Do you need a hand?	Apa kamu butuh bantuan?
Do you remember us?	Apa kau mengingat kami?
Do you want to try?	Anda ingin mencoba?
Does Tom work here?	Apakah Tom bekerja di sini?
Does it hurt a lot?	Apakah ini sangat sakit?
Don't give me that.	Jangan berikan itu padaku!
Don't say his name.	Jangan sebut namanya.
Don't throw stones.	Jangan melempar batu.
Don't touch my car.	Jangan sentuh mobilku.
Get me up at eight.	Bangunkan aku jam delapan.
Give me your money.	Berikan uangmu.
Go brush your hair.	Pergi dan sikat rambutmu.
Have we met before?	Apakah kita pernah bertemu sebelumnya?
Have we met before?	Apa kita pernah bertemu sebelumnya?
He doesn't like us.	Dia tidak suka dengan kita.
He took a week off.	Dia mengambil libur selama seminggu.
He works in a bank.	Dia bekerja di sebuah bank.
Hello, how are you?	Halo, apa kabar?
Hello, how are you?	Halo, bagaimana kabarmu?
Hi, how's it going?	Hai, bagaimana kabarmu?
Hold on one second.	Tunggu sebentar.
How can I help you?	Ada yang bisa saya bantu?
How did you get it?	Bagaimana kamu bisa mendapatkannya?
How is your family?	Bagaimana kabar keluargamu?
How's your brother?	Bagaimana keadaan saudaramu?
I agree completely.	Saya sepenuhnya setuju.
I am not a student.	Aku bukan pelajar.
I am not a student.	Aku bukan siswa.
I am not a student.	Saya bukan siswa.
I am sorry for you.	Saya turut berduka.
I broke Tom's nose.	Aku melukai hidung Tom.
I can't live alone.	Aku tidak bisa hidup seorang diri.
I can't sleep well.	Saya tidak dapat tidur nyenyak.
I completely agree.	Saya sepenuhnya setuju.
I did it like this.	Aku melakukannya seperti ini.
I don't have a car.	Saya tidak memiliki mobil.
I don't know where.	Saya tak tahu di mana.
I have a white cat.	Saya mempunyai kucing putih.
I have to get home.	Aku harus pulang.
I hope you like it.	Aku harap kau menyukainya.
I know what I feel.	Aku tahu apa yang aku rasakan.
I know what I felt.	Aku tahu apa yang aku rasakan.
I know your father.	Aku tahu ayahmu.
I missed the train.	Aku ketinggalan keretanya.
I need information.	Aku butuh informasi.
I saw him run away.	Aku melihatnya melarikan diri.
I swim once a week.	Aku berenang seminggu sekali.
I think he is sick.	Saya pikir dia sakit.
I told Tom to stop.	Aku menyuruh Tom untuk berhenti.
I want to die soon.	Aku ingin cepat mati.
I wanted red shoes.	Aku ingin sepatu merah.
I was quite hungry.	Aku sangat lapar.
I wish I were dead.	Aku harap aku mati.
I wish I were rich.	Aku harap aku kaya.
I'll accompany you.	Aku akan menemanimu.
I'll bring it back.	Aku akan membawanya kembali.
I'll come by later.	Saya akan datang nanti.
I'll come with you.	Aku akan ikut denganmu.
I'll do what I can.	Akan kulakukan yang kubisa.
I'm from Singapore.	Saya dari Singapura.
I'm getting hungry.	Aku mulai lapar.
I'm giving it back.	Aku mengembalikannya.
I'm going downtown.	Aku mau pergi ke pusat kota.
I'm going with you.	Aku akan pergi denganmu.
I'm holding a book.	Aku menggenggam sebuah buku.
I'm not going back.	Aku tidak akan kembali.
Is Tom left-handed?	Apakah Tom kidal?
Is everything okay?	Apa semuanya baik-baik saja?
Is this book yours?	Buku ini milikmu?
Is your room quiet?	Apa kamarmu sunyi?
It is almost three.	Sekarang hampir jam tiga.
It was really nice.	Itu bagus sekali.
It wasn't my fault.	Itu bukan salahku.
It's already seven.	Ini sudah jam tujuh.
It's already seven.	Sudah jam tujuh.
It's very relaxing.	Ini sangat menenangkan.
Just open the door.	Sudah buka saja pintunya.
Just wait a second.	Tunggu sebentar.
Keep your promises.	Tepati janjimu.
Leave me alone now.	Tinggalkan aku sendiri sekarang.
Let me have a look.	Coba saya lihat.
Let's do it my way.	Mari kita lakukan dengan caraku.
Let's stay married.	Mari kita pertahankan pernikahan kita.
May I run with you?	Bolehkah aku berlari bersamamu?
May I speak to Tom?	Bisakah saya berbicara dengan Tom?
Mistakes do happen.	Kesalahan bisa terjadi.
My father is frank.	Ayahku adalah seorang yang suka berterus terang.
My hobby is skiing.	Hobi saya bermain ski.
Please go get help.	Tolong pergi dan panggil bantuan.
Please have a seat.	Silakan duduk.
Please repair this.	Tolong perbaiki ini.
Please take a seat.	Silakan duduk.
She looked excited.	Dia terlihat bersemangat.
She looks confused.	Dia nampak bingung.
She looks familiar.	Ia terlihat tidak asing.
She will come soon.	Ia akan segera datang.
She's from Somalia.	Dia dari Somalia
Some of us hate it.	Beberapa dari kami membencinya.
Something happened.	Sesuatu telah terjadi.
Take off your coat.	Lepaskan jasmu.
Tell me everything.	Beritahukan semuanya kepada saya.
Tell me what to do.	Katakan padaku apa yang harus aku lakukan.
Thank you for this.	Terima kasih untuk ini.
That doll is scary.	Boneka itu seram.
That doll is scary.	Boneka itu menyeramkan.
That guy's amazing.	Orang itu menakjubkan.
That will be funny.	Itu akan jadi menggelikan.
That's pretty cool.	Itu sangat keren.
That's unfortunate.	Sayang sekali.
The apples are big.	Apel-apel itu besar.
The boy is jumping.	Anak laki-laki itu melompat.
The car hit a tree.	Mobil itu menabrak pohon.
The dog is jumping.	Anjing itu lompat.
The stamp came off.	Perangkonya lepas.
The sun is setting.	Mataharinya mulai terbenam.
They were all busy.	Mereka semua sedang sibuk.
This book is yours.	Buku ini milikmu.
This has been good.	Ini selalu enak.
This is good sushi.	Ini adalah sushi yang enak.
This is my brother.	Ini adikku.
This is not a joke.	Ini bukan lelucon.
This is not enough.	Ini tidak cukup.
This is ridiculous!	Konyol!
This is ridiculous.	Ini konyol.
This is surprising.	Ini mengejutkan.
Tom broke that one.	Tom merusakkan yang satu itu.
Tom didn't mean it.	Tom tidak bermaksud demikian.
Tom has a headache.	Tom sakit kepala.
Tom has been awful.	Tom sedang tidak bahagia.
Tom has passed out.	Tom pingsan.
Tom is Mary's boss.	Tom adalah bos dari Mary.
Tom is a bartender.	Tom adalah seorang pelayan bar.
Tom is a good cook.	Tom adalah seorang yang pandai memasak.
Tom is at home now.	Tom sedang di rumah sekarang.
Tom is on the dock.	Tom ada di dok.
Tom is pretty good.	Tom sangat bagus.
Tom looked at Mary.	Tom melihat kepada Mary.
Tom looked puzzled.	Tom terlihat kebingungan.
Tom looks confused.	Tom terlihat kebingungan.
Tom must be asleep.	Tom pasti tertidur.
Tom must be lonely.	Tom pasti kesepian.
Tom needs a friend.	Tom membutuhkan seorang teman.
Tom seems confused.	Tom sepertinya kebingungan.
Tom should be here.	Tom seharusnya ada di sini.
Tom won't hurt you.	Tom tidak akan menyakitimu.
Tom works too much.	Tom terlalu banyak bekerja.
Tom, you're a liar.	Tom, kamu pembohong.
Tomorrow is payday.	Besok hari gajian.
Turn the volume up.	Naikkan volume suaranya.
Washing is my work.	Pekerjaan saya mencuci.
We don't get along.	Kami tidak akrab.
We don't have much.	Kami tidak punya banyak.
We have many goals.	Kita punya banyak tujuan.
We were doing fine.	Kami baik-baik saja.
We're closed today.	Hari ini kami tutup.
We're out of money.	Uang kami habis.
What I say is true.	Apa yang aku katakan itu benar.
What a stupid joke!	Dasar lelucon bego!
What did Tom think?	Apa yang telah Tom pikirkan?
What happened here?	Apa yang terjadi di sini?
What is my purpose?	Apa tujuan yang ingin aku capai?
What should I wear?	Baju mana yang mesti aku pakai?
What's the problem?	Ada masalah apa?
What's the problem?	Ada masalah?
What's this called?	Disebut apa ini?
When did you start?	Kapan kamu mulai?
When will it begin?	Akan dimulai jam berapa?
Where did you stay?	Di mana Anda menginap?
Where has she gone?	Ke mana perginya dia?
Where is your coat?	Di mana jasmu?
Where was he going?	Dia pergi ke mana?
Where will we meet?	Di mana kita akan bertemu.
Where're you going?	Kamu mau ke mana?
Where're you going?	Mau ke mana?
Which is your book?	Bukumu yang mana?
Who are those guys?	Siapa orang-orang itu?
Who wrote the book?	Siapa yang menulis buku itu?
Who's your teacher?	Siapa gurumu?
Whose book is this?	Buku siapa ini?
Why are they angry?	Kenapa mereka marah?
Why can't you come?	Kenapa kamu tidak bisa datang?
Why did you go out?	Mengapa kamu pergi keluar?
Why do you need it?	Kenapa kau membutuhkannya?
Wish you were here.	Berharap kau di sini.
You are very brave.	Kamu berani sekali.
You can study here.	Kamu bisa belajar di sini.
You look very pale.	Kamu terlihat sangat pucat.
You were too young.	Kamu itu masih bau kencur.
